Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
,,,,,,,,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
,,,,,,,,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
,,,,,,,,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
,,,,,,,,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
,,,,,,,,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
,,,,,,,,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Rajahmundry to Vijayawada
APSRTC - 6604,Super Luxury (Non AC Seater 2+2 Push Back),20:00,02:15,06h 15m,INR 376,1 Seat available,"4.3
13",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 51306,Super Luxury (Non AC Seater 2+2 Push Back),20:30,02:45,06h 15m,INR 376,1 Seat available,"4.3
11",https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 5658,Super Luxury (Non AC Seater 2+2 Push Back),20:45,01:15,04h 30m,INR 344,33 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 53549,Super Luxury (Non AC Seater 2+2 Push Back),21:00,01:15,04h 15m,INR 344,18 Seats available,3.7,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,Hyderabad to Kurnool
APSRTC - 5515,Express(Non AC Seater),21:40,02:00,04h 20m,INR 186,10 Seats available,3.9,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 9008,Express(Non AC Seater),22:10,03:00,04h 50m,INR 215,2 Seats available,"3.3
44",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 47007,Express(Non AC Seater),22:15,03:15,05h 00m,INR 220,1 Seat available,"4.6
22",https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
Prasanna Travels,A/C Seater / Sleeper (2+1),18:30,22:00,03h 30m,INR 1900,15 Seats available,3.2,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-chittoor-andhra-pradesh,Bangalore to Chittoor (Andhra Pradesh)
APSRTC - 51136,Super Luxury (Non AC Seater 2+2 Push Back),20:00,00:20,04h 20m,INR 345,34 Seats available,"4.4
6",https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
APSRTC - 6569,Super Luxury (Non AC Seater 2+2 Push Back),22:00,02:17,04h 17m,INR 377,26 Seats available,"3.9
20",https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
APSRTC - 6424,Super Luxury (Non AC Seater 2+2 Push Back),22:15,02:30,04h 15m,INR 345,30 Seats available,"3.7
9",https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
APSRTC - 51026,,22:30,02:20,03h 50m,INR 377,,2.7,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/kurnool-to-hyderabad,Kurnool to Hyderabad
APSRTC - 3985,Super Luxury (Non AC Seater 2+2 Push Back),20:00,01:00,05h 00m,INR 342,33 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 3485,Super Luxury (Non AC Seater 2+2 Push Back),20:25,01:30,05h 05m,INR 342,33 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 4275,Super Luxury (Non AC Seater 2+2 Push Back),20:30,01:25,04h 55m,INR 344,29 Seats available,3.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 4344,INDRA(A.C. Seater),20:30,02:00,05h 30m,INR 414,17 Seats available,"4.0
8",https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
,,,,,,,,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
,,,,,,,,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
,,,,,,,,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
,,,,,,,,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
,,,,,,,,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
,,,,,,,,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Visakhapatnam to Rajahmundry
APSRTC - 6010,Super Luxury (Non AC Seater 2+2 Push Back),21:15,02:30,05h 15m,INR 353,33 Seats available,"4.2
60",https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 6240,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:15,04:00,05h 45m,INR 330,37 Seats available,"3.6
45",https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 6073,INDRA(A.C. Seater),22:45,03:00,04h 15m,INR 422,35 Seats available,"3.2
37",https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 6522,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:15,03:50,04h 35m,INR 330,23 Seats available,"3.9
10",https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/rayachoti-to-bangalore,Rayachoti to Bangalore
APSRTC - 5984,Super Luxury (Non AC Seater 2+2 Push Back),21:15,02:45,05h 30m,INR 467,18 Seats available,"3.2
15",https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 4590,Super Luxury (Non AC Seater 2+2 Push Back),21:30,02:45,05h 15m,INR 467,21 Seats available,3.9,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 4578,INDRA(A.C. Seater),22:00,02:44,04h 44m,INR 565,24 Seats available,"3.7
105",https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 48020,Super Luxury (Non AC Seater 2+2 Push Back),22:15,03:09,04h 54m,INR 467,16 Seats available,"3.8
53",https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/vinukonda-to-hyderabad,Vinukonda to Hyderabad
APSRTC - 52268,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:45,05:00,05h 15m,INR 307,1 Seat available,"4.3
80",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
APSRTC - 94005,Super Luxury (Non AC Seater 2+2 Push Back),23:47,04:45,04h 58m,INR 340,1 Seat available,4.0,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
IntrCity SmartBus,A/C Seater / Sleeper (2+1),18:30,23:35,05h 05m,INR 1941,1 Seat available,"4.6
137",https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/bangalore-to-ananthapur,Bangalore to Anantapur (andhra pradesh)
APSRTC - 24281,Super Luxury (Non AC Seater 2+2 Push Back),20:00,02:15,06h 15m,INR 386,1 Seat available,4.0,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 3326,Super Luxury (Non AC Seater 2+2 Push Back),20:30,02:00,05h 30m,INR 386,32 Seats available,"4.0
17",https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 2405,Super Luxury (Non AC Seater 2+2 Push Back),21:15,03:00,05h 45m,INR 386,22 Seats available,"4.0
9",https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 23539,Super Luxury (Non AC Seater 2+2 Push Back),21:45,03:30,05h 45m,INR 386,27 Seats available,"3.5
14",https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
,,,,,,,,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
,,,,,,,,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
,,,,,,,,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
,,,,,,,,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Amalapuram to Visakhapatnam
APSRTC - 3725,Super Luxury (Non AC Seater 2+2 Push Back),19:45,05:50,10h 05m,INR 661,13 Seats available,3.8,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 47565,Super Luxury (Non AC Seater 2+2 Push Back),21:10,05:10,08h 00m,INR 661,3 Seats available,"4.0
10",https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 5405,Super Luxury (Non AC Seater 2+2 Push Back),21:30,05:00,07h 30m,INR 661,9 Seats available,"4.4
25",https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
,,,,,,,,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
,,,,,,,,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
,,,,,,,,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
,,,,,,,,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
,,,,,,,,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
,,,,,,,,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
,,,,,,,,https://www.redbus.in/bus-tickets/vijayawada-to-tirupathi,Vijayawada to Tirupati
APSRTC - 4482,Super Luxury (Non AC Seater 2+2 Push Back),22:00,02:55,04h 55m,INR 427,6 Seats available,"3.5
131",https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
APSRTC - 4537,Super Luxury (Non AC Seater 2+2 Push Back),22:05,03:10,05h 05m,INR 427,7 Seats available,"4.5
25",https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
APSRTC - 4553,Super Luxury (Non AC Seater 2+2 Push Back),22:15,03:25,05h 10m,INR 427,6 Seats available,"4.2
60",https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
APSRTC - 4526,Super Luxury (Non AC Seater 2+2 Push Back),22:35,03:40,05h 05m,INR 427,4 Seats available,"3.8
34",https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/narsaraopet-to-hyderabad,Narasaraopet to Hyderabad
NueGo,Electric A/C Seater (2+2),22:00,06:27,08h 27m,664,12 Seats available,"4.0
403",https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Eluru to Hyderabad
BSR Tours And Travels,A/C Sleeper (2+1),23:25,06:45,07h 20m,INR 880,14 Seats available,"4.5
60",https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Eluru to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Eluru to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Eluru to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/eluru-to-hyderabad,Eluru to Hyderabad
APSRTC - 2579,Super Luxury (Non AC Seater 2+2 Push Back),19:40,01:55,06h 15m,INR 386,34 Seats available,"2.4
7",https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram,Visakhapatnam to Amalapuram
APSRTC - 2581,Super Luxury (Non AC Seater 2+2 Push Back),20:15,02:00,05h 45m,INR 386,34 Seats available,"2.6
5",https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram,Visakhapatnam to Amalapuram
APSRTC - 2543,Super Luxury (Non AC Seater 2+2 Push Back),21:10,03:25,06h 15m,INR 386,34 Seats available,"3.0
12",https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram,Visakhapatnam to Amalapuram
APSRTC - 24280,,21:40,03:30,05h 50m,INR 386,,3.8,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram,Visakhapatnam to Amalapuram
,,,,,,,,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram,Visakhapatnam to Amalapuram
,,,,,,,,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram,Visakhapatnam to Amalapuram
,,,,,,,,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram,Visakhapatnam to Amalapuram
,,,,,,,,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram,Visakhapatnam to Amalapuram
,,,,,,,,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram,Visakhapatnam to Amalapuram
,,,,,,,,https://www.redbus.in/bus-tickets/visakhapatnam-to-amalapuram,Visakhapatnam to Amalapuram
APSRTC - 52545,Express(Non AC Seater),20:30,00:30,04h 00m,INR 188,35 Seats available,3.5,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
APSRTC - 6846,Express(Non AC Seater),21:45,01:30,03h 45m,INR 188,45 Seats available,3.5,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
APSRTC - 52509,Express(Non AC Seater),23:00,03:00,04h 00m,INR 205,42 Seats available,3.5,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
APSRTC - 6149,Super Luxury (Non AC Seater 2+2 Push Back),23:20,04:15,04h 55m,INR 301,26 Seats available,"4.8
27",https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/kadiri-to-bangalore,Kadiri to Bangalore
APSRTC - 6293,INDRA(A.C. Seater),19:45,23:00,03h 15m,INR 253,23 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
APSRTC - 51039,Super Luxury (Non AC Seater 2+2 Push Back),20:00,23:30,03h 30m,INR 222,19 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
APSRTC - 47088,INDRA(A.C. Seater),20:00,23:00,03h 00m,INR 253,16 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
APSRTC - 6445,Super Luxury (Non AC Seater 2+2 Push Back),20:20,23:45,03h 25m,INR 209,22 Seats available,3.9,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
,,,,,,,,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
,,,,,,,,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
,,,,,,,,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
,,,,,,,,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
,,,,,,,,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
,,,,,,,,https://www.redbus.in/bus-tickets/chennai-to-tirupathi,Chennai to Tirupati
APSRTC - 2781,Super Luxury (Non AC Seater 2+2 Push Back),19:45,05:00,09h 15m,INR 700,33 Seats available,"3.0
28",https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
APSRTC - 2586,Super Luxury (Non AC Seater 2+2 Push Back),20:15,05:15,09h 00m,INR 728,20 Seats available,"4.0
31",https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
APSRTC - 2783,Super Luxury (Non AC Seater 2+2 Push Back),20:30,06:15,09h 45m,INR 718,25 Seats available,"4.1
45",https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad,Rajahmundry to Hyderabad
APSRTC - 3958,Super Luxury (Non AC Seater 2+2 Push Back),20:00,05:15,09h 15m,INR 555,31 Seats available,"4.1
8",https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Kurnool to Vijayawada
APSRTC - 6377,Super Luxury (Non AC Seater 2+2 Push Back),20:15,05:00,08h 45m,INR 555,27 Seats available,"3.6
37",https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Kurnool to Vijayawada
APSRTC - 6269,INDRA(A.C. Seater),21:15,04:45,07h 30m,INR 671,20 Seats available,"4.1
110",https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Kurnool to Vijayawada
APSRTC - 3815,Super Luxury (Non AC Seater 2+2 Push Back),21:30,06:00,08h 30m,INR 555,12 Seats available,"2.6
13",https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Kurnool to Vijayawada
,,,,,,,,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Kurnool to Vijayawada
,,,,,,,,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Kurnool to Vijayawada
,,,,,,,,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Kurnool to Vijayawada
,,,,,,,,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Kurnool to Vijayawada
,,,,,,,,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Kurnool to Vijayawada
,,,,,,,,https://www.redbus.in/bus-tickets/kurnool-to-vijayawada,Kurnool to Vijayawada
APSRTC - 3814,Super Luxury (Non AC Seater 2+2 Push Back),20:15,05:45,09h 30m,INR 555,27 Seats available,"2.3
6",https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,Vijayawada to Kurnool
APSRTC - 6362,Super Luxury (Non AC Seater 2+2 Push Back),20:20,05:00,08h 40m,INR 555,28 Seats available,"3.7
20",https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,Vijayawada to Kurnool
APSRTC - 51068,Super Luxury (Non AC Seater 2+2 Push Back),20:45,05:15,08h 30m,INR 554,15 Seats available,"4.4
28",https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,Vijayawada to Kurnool
,,,,,,,,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,Vijayawada to Kurnool
,,,,,,,,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,Vijayawada to Kurnool
,,,,,,,,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,Vijayawada to Kurnool
,,,,,,,,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,Vijayawada to Kurnool
,,,,,,,,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,Vijayawada to Kurnool
,,,,,,,,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,Vijayawada to Kurnool
,,,,,,,,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool,Vijayawada to Kurnool
APSRTC - 42621,Super Luxury (Non AC Seater 2+2 Push Back),20:00,02:00,06h 00m,INR 373,33 Seats available,3.9,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Kakinada to Vijayawada
APSRTC - 48983,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",20:30,02:45,06h 15m,INR 355,37 Seats available,3.9,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Kakinada to Vijayawada
APSRTC - 2675,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:00,02:15,05h 15m,INR 568,17 Seats available,"4.0
14",https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Kakinada to Vijayawada
APSRTC - 3831,Super Luxury (Non AC Seater 2+2 Push Back),21:00,02:50,05h 50m,INR 373,30 Seats available,"4.5
12",https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Kakinada to Vijayawada
,,,,,,,,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Kakinada to Vijayawada
,,,,,,,,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Kakinada to Vijayawada
,,,,,,,,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Kakinada to Vijayawada
,,,,,,,,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Kakinada to Vijayawada
,,,,,,,,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Kakinada to Vijayawada
,,,,,,,,https://www.redbus.in/bus-tickets/kakinada-to-vijayawada,Kakinada to Vijayawada
APSRTC - 5089,Super Luxury (Non AC Seater 2+2 Push Back),20:30,03:15,06h 45m,INR 613,16 Seats available,"3.7
28",https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
APSRTC - 5095,Super Luxury (Non AC Seater 2+2 Push Back),21:30,04:15,06h 45m,INR 613,21 Seats available,"4.0
59",https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
APSRTC - 5051,VENNELA (A.C. SLEEPER),21:30,04:20,06h 50m,INR 1131,13 Seats available,"3.5
83",https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
,,,,,,,,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Nellore to Bangalore
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:40,05:00,05h 20m,INR 706,32 Seats available,"3.4
11",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
BSR Tours And Travels,NON A/C Seater (2+2),23:40,06:00,06h 20m,INR 510,33 Seats available,"4.2
23",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),23:40,04:00,04h 20m,INR 600,29 Seats available,"3.8
7",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
